"TIME","GEO","INDIC_TO","UNIT","NACE_R2","Value"
"2009","Malta","Total nights spent by non-residents","Number","Hotels and similar accommodation","6,389,661"
"2009","Malta","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","161,133"
"2009","Malta","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2009","Malta","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Malta","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,903,106"
"2009","Malta","Nights spent, total","Number","Hotels and similar accommodation","6,740,299"
"2009","Malta","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","162,807"
"2009","Malta","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2009","Malta","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Netherlands","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","59,502,400"
"2009","Netherlands","Total nights spent by residents","Number","Hotels and similar accommodation","17,052,400"
"2009","Netherlands","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","42,450,000"
"2009","Netherlands","Total nights spent by residents","Number","Holiday and other short-stay accommodation","25,818,700"
"2009","Netherlands","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","16,631,300"
"2009","Netherlands","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","25,013,700"
"2009","Netherlands","Total nights spent by non-residents","Number","Hotels and similar accommodation","14,428,600"
"2009","Netherlands","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,585,100"
"2009","Netherlands","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","7,131,700"
"2009","Netherlands","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","3,453,300"
"2009","Netherlands","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","84,516,100"
"2009","Netherlands","Nights spent, total","Number","Hotels and similar accommodation","31,481,000"
"2009","Netherlands","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","53,035,100"
"2009","Netherlands","Nights spent, total","Number","Holiday and other short-stay accommodation","32,950,400"
"2009","Netherlands","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","20,084,600"
"2009","Austria","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","30,608,853"
"2009","Austria","Total nights spent by residents","Number","Hotels and similar accommodation","22,273,027"
"2009","Austria","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8,335,826"
"2009","Austria","Total nights spent by residents","Number","Holiday and other short-stay accommodation","7,285,435"
"2009","Austria","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,050,391"
"2009","Austria","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","72,224,605"
"2009","Austria","Total nights spent by non-residents","Number","Hotels and similar accommodation","57,798,255"
"2009","Austria","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,426,350"
"2009","Austria","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","10,410,990"
"2009","Austria","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","4,015,360"
"2009","Austria","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","102,833,458"
"2009","Austria","Nights spent, total","Number","Hotels and similar accommodation","80,071,282"
"2009","Austria","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","22,762,176"
"2009","Austria","Nights spent, total","Number","Holiday and other short-stay accommodation","17,696,425"
"2009","Austria","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","5,065,751"
"2009","Poland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","45,410,620"
"2009","Poland","Total nights spent by residents","Number","Hotels and similar accommodation","17,036,420"
"2009","Poland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,374,200"
"2009","Poland","Total nights spent by residents","Number","Holiday and other short-stay accommodation","27,881,223"
"2009","Poland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","492,977"
"2009","Poland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9,609,447"
"2009","Poland","Total nights spent by non-residents","Number","Hotels and similar accommodation","7,478,031"
"2009","Poland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,131,416"
"2009","Poland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","1,982,050"
"2009","Poland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","149,366"
"2009","Poland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","55,020,067"
"2009","Poland","Nights spent, total","Number","Hotels and similar accommodation","24,514,451"
"2009","Poland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","30,505,616"
"2009","Poland","Nights spent, total","Number","Holiday and other short-stay accommodation","29,863,273"
"2009","Poland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","642,343"
"2009","Portugal","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","19,340,064"
"2009","Portugal","Total nights spent by residents","Number","Hotels and similar accommodation","13,242,692"
"2009","Portugal","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,097,372"
"2009","Portugal","Total nights spent by residents","Number","Holiday and other short-stay accommodation","1,000,058"
"2009","Portugal","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","5,097,314"
"2009","Portugal","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","25,024,678"
"2009","Portugal","Total nights spent by non-residents","Number","Hotels and similar accommodation","23,214,377"
"2009","Portugal","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,810,301"
"2009","Portugal","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","157,711"
"2009","Portugal","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,652,590"
"2009","Portugal","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","44,364,742"
"2009","Portugal","Nights spent, total","Number","Hotels and similar accommodation","36,457,069"
"2009","Portugal","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,907,673"
"2009","Portugal","Nights spent, total","Number","Holiday and other short-stay accommodation","1,157,769"
"2009","Portugal","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","6,749,904"
"2009","Romania","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,657,744"
"2009","Romania","Total nights spent by residents","Number","Hotels and similar accommodation","13,932,222"
"2009","Romania","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","725,522"
"2009","Romania","Total nights spent by residents","Number","Holiday and other short-stay accommodation","544,734"
"2009","Romania","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","180,788"
"2009","Romania","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,667,666"
"2009","Romania","Total nights spent by non-residents","Number","Hotels and similar accommodation","2,581,861"
"2009","Romania","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","85,805"
"2009","Romania","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","65,851"
"2009","Romania","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","19,954"
"2009","Romania","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,325,410"
"2009","Romania","Nights spent, total","Number","Hotels and similar accommodation","16,514,083"
"2009","Romania","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","811,327"
"2009","Romania","Nights spent, total","Number","Holiday and other short-stay accommodation","610,585"
"2009","Romania","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","200,742"
"2009","Slovenia","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,899,297"
"2009","Slovenia","Total nights spent by residents","Number","Hotels and similar accommodation","2,234,372"
"2009","Slovenia","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,664,925"
"2009","Slovenia","Total nights spent by residents","Number","Holiday and other short-stay accommodation","1,051,914"
"2009","Slovenia","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","613,011"
"2009","Slovenia","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,656,825"
"2009","Slovenia","Total nights spent by non-residents","Number","Hotels and similar accommodation","3,684,005"
"2009","Slovenia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","972,820"
"2009","Slovenia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","317,211"
"2009","Slovenia","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","655,609"
"2009","Slovenia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8,556,122"
"2009","Slovenia","Nights spent, total","Number","Hotels and similar accommodation","5,918,377"
"2009","Slovenia","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,637,745"
"2009","Slovenia","Nights spent, total","Number","Holiday and other short-stay accommodation","1,369,125"
"2009","Slovenia","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","1,268,620"
"2009","Slovakia","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,545,330"
"2009","Slovakia","Total nights spent by residents","Number","Hotels and similar accommodation","3,427,295"
"2009","Slovakia","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,118,035"
"2009","Slovakia","Total nights spent by residents","Number","Holiday and other short-stay accommodation","2,912,742"
"2009","Slovakia","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","205,293"
"2009","Slovakia","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,707,327"
"2009","Slovakia","Total nights spent by non-residents","Number","Hotels and similar accommodation","2,907,900"
"2009","Slovakia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","799,427"
"2009","Slovakia","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","675,885"
"2009","Slovakia","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","123,542"
"2009","Slovakia","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,252,657"
"2009","Slovakia","Nights spent, total","Number","Hotels and similar accommodation","6,335,195"
"2009","Slovakia","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,917,462"
"2009","Slovakia","Nights spent, total","Number","Holiday and other short-stay accommodation","3,588,627"
"2009","Slovakia","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","328,835"
"2009","Finland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13,677,332"
"2009","Finland","Total nights spent by residents","Number","Hotels and similar accommodation","10,929,696"
"2009","Finland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,747,636"
"2009","Finland","Total nights spent by residents","Number","Holiday and other short-stay accommodation","952,269"
"2009","Finland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,795,367"
"2009","Finland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,890,006"
"2009","Finland","Total nights spent by non-residents","Number","Hotels and similar accommodation","4,197,575"
"2009","Finland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","692,431"
"2009","Finland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","379,757"
"2009","Finland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","312,674"
"2009","Finland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,567,338"
"2009","Finland","Nights spent, total","Number","Hotels and similar accommodation","15,127,271"
"2009","Finland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,440,067"
"2009","Finland","Nights spent, total","Number","Holiday and other short-stay accommodation","1,332,026"
"2009","Finland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","2,108,041"
"2009","Sweden","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","36,073,474"
"2009","Sweden","Total nights spent by residents","Number","Hotels and similar accommodation","19,871,384"
"2009","Sweden","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","16,202,090"
"2009","Sweden","Total nights spent by residents","Number","Holiday and other short-stay accommodation","4,786,793"
"2009","Sweden","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","11,415,297"
"2009","Sweden","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11,317,502"
"2009","Sweden","Total nights spent by non-residents","Number","Hotels and similar accommodation","6,087,096"
"2009","Sweden","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,230,406"
"2009","Sweden","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","1,420,333"
"2009","Sweden","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","3,810,073"
"2009","Sweden","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","47,390,976"
"2009","Sweden","Nights spent, total","Number","Hotels and similar accommodation","25,958,480"
"2009","Sweden","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","21,432,496"
"2009","Sweden","Nights spent, total","Number","Holiday and other short-stay accommodation","6,207,126"
"2009","Sweden","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","15,225,370"
"2009","United Kingdom","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","182,284,000"
"2009","United Kingdom","Total nights spent by residents","Number","Hotels and similar accommodation","106,116,424"
"2009","United Kingdom","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","76,167,576"
"2009","United Kingdom","Total nights spent by residents","Number","Holiday and other short-stay accommodation","16,139,960"
"2009","United Kingdom","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","60,027,612"
"2009","United Kingdom","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","79,920,519"
"2009","United Kingdom","Total nights spent by non-residents","Number","Hotels and similar accommodation","59,608,084"
"2009","United Kingdom","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","20,312,435"
"2009","United Kingdom","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","17,108,404"
"2009","United Kingdom","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","3,204,030"
"2009","United Kingdom","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","262,204,519"
"2009","United Kingdom","Nights spent, total","Number","Hotels and similar accommodation","165,724,508"
"2009","United Kingdom","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","96,480,011"
"2009","United Kingdom","Nights spent, total","Number","Holiday and other short-stay accommodation","33,248,364"
"2009","United Kingdom","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","63,231,642"
"2009","Iceland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","835,853"
"2009","Iceland","Total nights spent by residents","Number","Hotels and similar accommodation","385,740"
"2009","Iceland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","450,113"
"2009","Iceland","Total nights spent by residents","Number","Holiday and other short-stay accommodation","109,933"
"2009","Iceland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","340,180"
"2009","Iceland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,028,069"
"2009","Iceland","Total nights spent by non-residents","Number","Hotels and similar accommodation","1,553,927"
"2009","Iceland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","474,142"
"2009","Iceland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","245,614"
"2009","Iceland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","228,528"
"2009","Iceland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,863,922"
"2009","Iceland","Nights spent, total","Number","Hotels and similar accommodation","1,939,667"
"2009","Iceland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","924,255"
"2009","Iceland","Nights spent, total","Number","Holiday and other short-stay accommodation","355,547"
"2009","Iceland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","568,708"
"2009","Liechtenstein","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,926"
"2009","Liechtenstein","Total nights spent by residents","Number","Hotels and similar accommodation","3,762"
"2009","Liechtenstein","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,164"
"2009","Liechtenstein","Total nights spent by residents","Number","Holiday and other short-stay accommodation","14,164"
"2009","Liechtenstein","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","0"
"2009","Liechtenstein","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","158,414"
"2009","Liechtenstein","Total nights spent by non-residents","Number","Hotels and similar accommodation","117,806"
"2009","Liechtenstein","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","40,608"
"2009","Liechtenstein","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","25,443"
"2009","Liechtenstein","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","15,165"
"2009","Liechtenstein","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","176,340"
"2009","Liechtenstein","Nights spent, total","Number","Hotels and similar accommodation","121,568"
"2009","Liechtenstein","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","54,772"
"2009","Liechtenstein","Nights spent, total","Number","Holiday and other short-stay accommodation","39,607"
"2009","Liechtenstein","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","15,165"
"2009","Norway","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","20,501,657"
"2009","Norway","Total nights spent by residents","Number","Hotels and similar accommodation","13,227,464"
"2009","Norway","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,274,193"
"2009","Norway","Total nights spent by residents","Number","Holiday and other short-stay accommodation","893,613"
"2009","Norway","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","6,380,580"
"2009","Norway","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,500,431"
"2009","Norway","Total nights spent by non-residents","Number","Hotels and similar accommodation","4,404,415"
"2009","Norway","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,096,016"
"2009","Norway","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","940,835"
"2009","Norway","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","2,155,181"
"2009","Norway","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,002,088"
"2009","Norway","Nights spent, total","Number","Hotels and similar accommodation","17,631,879"
"2009","Norway","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,370,209"
"2009","Norway","Nights spent, total","Number","Holiday and other short-stay accommodation","1,834,448"
"2009","Norway","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","8,535,761"
"2009","Switzerland","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Switzerland","Total nights spent by residents","Number","Hotels and similar accommodation","15,450,560"
"2009","Switzerland","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Switzerland","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2009","Switzerland","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,931,942"
"2009","Switzerland","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Switzerland","Total nights spent by non-residents","Number","Hotels and similar accommodation","20,138,333"
"2009","Switzerland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Switzerland","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2009","Switzerland","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","1,721,932"
"2009","Switzerland","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Switzerland","Nights spent, total","Number","Hotels and similar accommodation","35,588,893"
"2009","Switzerland","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Switzerland","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2009","Switzerland","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","3,653,874"
"2009","Montenegro","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Total nights spent by residents","Number","Hotels and similar accommodation",":"
"2009","Montenegro","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2009","Montenegro","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Total nights spent by non-residents","Number","Hotels and similar accommodation",":"
"2009","Montenegro","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation",":"
"2009","Montenegro","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Nights spent, total","Number","Hotels and similar accommodation",":"
"2009","Montenegro","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Montenegro","Nights spent, total","Number","Holiday and other short-stay accommodation",":"
"2009","Montenegro","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","738,875"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Hotels and similar accommodation","267,326"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","471,549"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Holiday and other short-stay accommodation","349,069"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks","122,480"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","575,117"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Hotels and similar accommodation","468,706"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","106,411"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Holiday and other short-stay accommodation","101,367"
"2009","Former Yugoslav Republic of Macedonia, the","Total nights spent by non-residents","Number","Camping grounds, recreational vehicle parks and trailer parks","5,044"
"2009","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,313,992"
"2009","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Hotels and similar accommodation","736,032"
"2009","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","577,960"
"2009","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Holiday and other short-stay accommodation","450,436"
"2009","Former Yugoslav Republic of Macedonia, the","Nights spent, total","Number","Camping grounds, recreational vehicle parks and trailer parks","127,524"
"2009","Serbia","Total nights spent by residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Serbia","Total nights spent by residents","Number","Hotels and similar accommodation",":"
"2009","Serbia","Total nights spent by residents","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Serbia","Total nights spent by residents","Number","Holiday and other short-stay accommodation",":"
"2009","Serbia","Total nights spent by residents","Number","Camping grounds, recreational vehicle parks and trailer parks",":"
"2009","Serbia","Total nights spent by non-residents","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",":"
