"TIME","GEO","NACE_R2","AGE","WSTATUS","UNIT","Value"
"2008","Poland","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Poland","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Poland","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2008","Poland","Accommodation","From 45 to 54 years","Employed persons","Thousand","16.7"
"2008","Poland","Accommodation","From 45 to 54 years","Employees","Thousand","15.2"
"2008","Poland","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Poland","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Poland","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand","6.3"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand","6.3"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employees","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","No response","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employees","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Poland","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","No response","Thousand",":"
"2008","Portugal","Total - all NACE activities","From 15 to 24 years","Employed persons","Thousand","408.4"
"2008","Portugal","Total - all NACE activities","From 15 to 24 years","Employees","Thousand","386.4"
"2008","Portugal","Total - all NACE activities","From 15 to 24 years","Self-employed persons","Thousand","13.9"
"2008","Portugal","Total - all NACE activities","From 15 to 24 years","Contributing family workers","Thousand","8.1"
"2008","Portugal","Total - all NACE activities","From 15 to 24 years","No response","Thousand",":"
"2008","Portugal","Total - all NACE activities","From 25 to 34 years","Employed persons","Thousand","1,277.6"
"2008","Portugal","Total - all NACE activities","From 25 to 34 years","Employees","Thousand","1,137.4"
"2008","Portugal","Total - all NACE activities","From 25 to 34 years","Self-employed persons","Thousand","133.1"
"2008","Portugal","Total - all NACE activities","From 25 to 34 years","Contributing family workers","Thousand","7.1"
"2008","Portugal","Total - all NACE activities","From 25 to 34 years","No response","Thousand",":"
"2008","Portugal","Total - all NACE activities","From 35 to 44 years","Employed persons","Thousand","1,319.8"
"2008","Portugal","Total - all NACE activities","From 35 to 44 years","Employees","Thousand","1,075.4"
"2008","Portugal","Total - all NACE activities","From 35 to 44 years","Self-employed persons","Thousand","238.4"
"2008","Portugal","Total - all NACE activities","From 35 to 44 years","Contributing family workers","Thousand","6.0"
"2008","Portugal","Total - all NACE activities","From 35 to 44 years","No response","Thousand",":"
"2008","Portugal","Total - all NACE activities","From 45 to 54 years","Employed persons","Thousand","1,144.7"
"2008","Portugal","Total - all NACE activities","From 45 to 54 years","Employees","Thousand","866.9"
"2008","Portugal","Total - all NACE activities","From 45 to 54 years","Self-employed persons","Thousand","268.5"
"2008","Portugal","Total - all NACE activities","From 45 to 54 years","Contributing family workers","Thousand","9.3"
"2008","Portugal","Total - all NACE activities","From 45 to 54 years","No response","Thousand",":"
"2008","Portugal","Air transport","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Portugal","Air transport","From 15 to 24 years","Employees","Thousand",":"
"2008","Portugal","Air transport","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Portugal","Air transport","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Portugal","Air transport","From 15 to 24 years","No response","Thousand",":"
"2008","Portugal","Air transport","From 25 to 34 years","Employed persons","Thousand",":"
"2008","Portugal","Air transport","From 25 to 34 years","Employees","Thousand",":"
"2008","Portugal","Air transport","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Portugal","Air transport","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Portugal","Air transport","From 25 to 34 years","No response","Thousand",":"
"2008","Portugal","Air transport","From 35 to 44 years","Employed persons","Thousand",":"
"2008","Portugal","Air transport","From 35 to 44 years","Employees","Thousand",":"
"2008","Portugal","Air transport","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Portugal","Air transport","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Portugal","Air transport","From 35 to 44 years","No response","Thousand",":"
"2008","Portugal","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2008","Portugal","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2008","Portugal","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Portugal","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Portugal","Air transport","From 45 to 54 years","No response","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","45.9"
"2008","Portugal","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","42.5"
"2008","Portugal","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","75.9"
"2008","Portugal","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","65.4"
"2008","Portugal","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand","10.3"
"2008","Portugal","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 25 to 34 years","No response","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 35 to 44 years","Employed persons","Thousand","69.5"
"2008","Portugal","Accommodation and food service activities","From 35 to 44 years","Employees","Thousand","51.9"
"2008","Portugal","Accommodation and food service activities","From 35 to 44 years","Self-employed persons","Thousand","17.0"
"2008","Portugal","Accommodation and food service activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 35 to 44 years","No response","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 45 to 54 years","Employed persons","Thousand","72.0"
"2008","Portugal","Accommodation and food service activities","From 45 to 54 years","Employees","Thousand","42.0"
"2008","Portugal","Accommodation and food service activities","From 45 to 54 years","Self-employed persons","Thousand","28.2"
"2008","Portugal","Accommodation and food service activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation and food service activities","From 45 to 54 years","No response","Thousand",":"
"2008","Portugal","Accommodation","From 15 to 24 years","Employed persons","Thousand","5.9"
"2008","Portugal","Accommodation","From 15 to 24 years","Employees","Thousand","5.9"
"2008","Portugal","Accommodation","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Portugal","Accommodation","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation","From 15 to 24 years","No response","Thousand",":"
"2008","Portugal","Accommodation","From 25 to 34 years","Employed persons","Thousand","18.2"
"2008","Portugal","Accommodation","From 25 to 34 years","Employees","Thousand","17.1"
"2008","Portugal","Accommodation","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Portugal","Accommodation","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation","From 25 to 34 years","No response","Thousand",":"
"2008","Portugal","Accommodation","From 35 to 44 years","Employed persons","Thousand","14.6"
"2008","Portugal","Accommodation","From 35 to 44 years","Employees","Thousand","14.4"
"2008","Portugal","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Portugal","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2008","Portugal","Accommodation","From 45 to 54 years","Employed persons","Thousand","15.4"
"2008","Portugal","Accommodation","From 45 to 54 years","Employees","Thousand","14.7"
"2008","Portugal","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Portugal","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Portugal","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employees","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","No response","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employees","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Portugal","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","No response","Thousand",":"
"2008","Romania","Total - all NACE activities","From 15 to 24 years","Employed persons","Thousand","776.1"
"2008","Romania","Total - all NACE activities","From 15 to 24 years","Employees","Thousand","484.2"
"2008","Romania","Total - all NACE activities","From 15 to 24 years","Self-employed persons","Thousand","89.4"
"2008","Romania","Total - all NACE activities","From 15 to 24 years","Contributing family workers","Thousand","202.5"
"2008","Romania","Total - all NACE activities","From 15 to 24 years","No response","Thousand",":"
"2008","Romania","Total - all NACE activities","From 25 to 34 years","Employed persons","Thousand","2,514.1"
"2008","Romania","Total - all NACE activities","From 25 to 34 years","Employees","Thousand","1,937.7"
"2008","Romania","Total - all NACE activities","From 25 to 34 years","Self-employed persons","Thousand","335.0"
"2008","Romania","Total - all NACE activities","From 25 to 34 years","Contributing family workers","Thousand","241.4"
"2008","Romania","Total - all NACE activities","From 25 to 34 years","No response","Thousand",":"
"2008","Romania","Total - all NACE activities","From 35 to 44 years","Employed persons","Thousand","2,518.4"
"2008","Romania","Total - all NACE activities","From 35 to 44 years","Employees","Thousand","1,923.6"
"2008","Romania","Total - all NACE activities","From 35 to 44 years","Self-employed persons","Thousand","417.5"
"2008","Romania","Total - all NACE activities","From 35 to 44 years","Contributing family workers","Thousand","177.3"
"2008","Romania","Total - all NACE activities","From 35 to 44 years","No response","Thousand",":"
"2008","Romania","Total - all NACE activities","From 45 to 54 years","Employed persons","Thousand","2,037.6"
"2008","Romania","Total - all NACE activities","From 45 to 54 years","Employees","Thousand","1,499.1"
"2008","Romania","Total - all NACE activities","From 45 to 54 years","Self-employed persons","Thousand","393.6"
"2008","Romania","Total - all NACE activities","From 45 to 54 years","Contributing family workers","Thousand","144.9"
"2008","Romania","Total - all NACE activities","From 45 to 54 years","No response","Thousand",":"
"2008","Romania","Air transport","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Romania","Air transport","From 15 to 24 years","Employees","Thousand",":"
"2008","Romania","Air transport","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Romania","Air transport","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Romania","Air transport","From 15 to 24 years","No response","Thousand",":"
"2008","Romania","Air transport","From 25 to 34 years","Employed persons","Thousand",":"
"2008","Romania","Air transport","From 25 to 34 years","Employees","Thousand",":"
"2008","Romania","Air transport","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Romania","Air transport","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Romania","Air transport","From 25 to 34 years","No response","Thousand",":"
"2008","Romania","Air transport","From 35 to 44 years","Employed persons","Thousand",":"
"2008","Romania","Air transport","From 35 to 44 years","Employees","Thousand",":"
"2008","Romania","Air transport","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Romania","Air transport","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Romania","Air transport","From 35 to 44 years","No response","Thousand",":"
"2008","Romania","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2008","Romania","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2008","Romania","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Romania","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Romania","Air transport","From 45 to 54 years","No response","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","24.5"
"2008","Romania","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","24.1"
"2008","Romania","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","49.1"
"2008","Romania","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","46.7"
"2008","Romania","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 25 to 34 years","No response","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 35 to 44 years","Employed persons","Thousand","42.2"
"2008","Romania","Accommodation and food service activities","From 35 to 44 years","Employees","Thousand","39.6"
"2008","Romania","Accommodation and food service activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 35 to 44 years","No response","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 45 to 54 years","Employed persons","Thousand","31.4"
"2008","Romania","Accommodation and food service activities","From 45 to 54 years","Employees","Thousand","28.7"
"2008","Romania","Accommodation and food service activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation and food service activities","From 45 to 54 years","No response","Thousand",":"
"2008","Romania","Accommodation","From 15 to 24 years","Employed persons","Thousand","6.6"
"2008","Romania","Accommodation","From 15 to 24 years","Employees","Thousand",":"
"2008","Romania","Accommodation","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation","From 15 to 24 years","No response","Thousand",":"
"2008","Romania","Accommodation","From 25 to 34 years","Employed persons","Thousand","11.0"
"2008","Romania","Accommodation","From 25 to 34 years","Employees","Thousand","10.8"
"2008","Romania","Accommodation","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation","From 25 to 34 years","No response","Thousand",":"
"2008","Romania","Accommodation","From 35 to 44 years","Employed persons","Thousand","12.5"
"2008","Romania","Accommodation","From 35 to 44 years","Employees","Thousand","12.2"
"2008","Romania","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2008","Romania","Accommodation","From 45 to 54 years","Employed persons","Thousand","10.6"
"2008","Romania","Accommodation","From 45 to 54 years","Employees","Thousand","10.1"
"2008","Romania","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Romania","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Romania","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Employees","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 35 to 44 years","No response","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Employees","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Romania","Travel agency, tour operator reservation service and related activities","From 45 to 54 years","No response","Thousand",":"
"2008","Slovenia","Total - all NACE activities","From 15 to 24 years","Employed persons","Thousand","97.9"
"2008","Slovenia","Total - all NACE activities","From 15 to 24 years","Employees","Thousand","87.8"
"2008","Slovenia","Total - all NACE activities","From 15 to 24 years","Self-employed persons","Thousand","2.1"
"2008","Slovenia","Total - all NACE activities","From 15 to 24 years","Contributing family workers","Thousand","8.0"
"2008","Slovenia","Total - all NACE activities","From 15 to 24 years","No response","Thousand",":"
"2008","Slovenia","Total - all NACE activities","From 25 to 34 years","Employed persons","Thousand","260.4"
"2008","Slovenia","Total - all NACE activities","From 25 to 34 years","Employees","Thousand","243.0"
"2008","Slovenia","Total - all NACE activities","From 25 to 34 years","Self-employed persons","Thousand","14.0"
"2008","Slovenia","Total - all NACE activities","From 25 to 34 years","Contributing family workers","Thousand","3.4"
"2008","Slovenia","Total - all NACE activities","From 25 to 34 years","No response","Thousand",":"
"2008","Slovenia","Total - all NACE activities","From 35 to 44 years","Employed persons","Thousand","272.1"
"2008","Slovenia","Total - all NACE activities","From 35 to 44 years","Employees","Thousand","239.4"
"2008","Slovenia","Total - all NACE activities","From 35 to 44 years","Self-employed persons","Thousand","28.1"
"2008","Slovenia","Total - all NACE activities","From 35 to 44 years","Contributing family workers","Thousand","4.6"
"2008","Slovenia","Total - all NACE activities","From 35 to 44 years","No response","Thousand",":"
"2008","Slovenia","Total - all NACE activities","From 45 to 54 years","Employed persons","Thousand","262.7"
"2008","Slovenia","Total - all NACE activities","From 45 to 54 years","Employees","Thousand","225.8"
"2008","Slovenia","Total - all NACE activities","From 45 to 54 years","Self-employed persons","Thousand","31.3"
"2008","Slovenia","Total - all NACE activities","From 45 to 54 years","Contributing family workers","Thousand","5.7"
"2008","Slovenia","Total - all NACE activities","From 45 to 54 years","No response","Thousand",":"
"2008","Slovenia","Air transport","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 15 to 24 years","Employees","Thousand",":"
"2008","Slovenia","Air transport","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Air transport","From 15 to 24 years","No response","Thousand",":"
"2008","Slovenia","Air transport","From 25 to 34 years","Employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 25 to 34 years","Employees","Thousand",":"
"2008","Slovenia","Air transport","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Air transport","From 25 to 34 years","No response","Thousand",":"
"2008","Slovenia","Air transport","From 35 to 44 years","Employed persons","Thousand","0.6"
"2008","Slovenia","Air transport","From 35 to 44 years","Employees","Thousand","0.6"
"2008","Slovenia","Air transport","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Air transport","From 35 to 44 years","No response","Thousand",":"
"2008","Slovenia","Air transport","From 45 to 54 years","Employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 45 to 54 years","Employees","Thousand",":"
"2008","Slovenia","Air transport","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Air transport","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Air transport","From 45 to 54 years","No response","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 15 to 24 years","Employed persons","Thousand","12.6"
"2008","Slovenia","Accommodation and food service activities","From 15 to 24 years","Employees","Thousand","12.2"
"2008","Slovenia","Accommodation and food service activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 15 to 24 years","No response","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 25 to 34 years","Employed persons","Thousand","12.9"
"2008","Slovenia","Accommodation and food service activities","From 25 to 34 years","Employees","Thousand","12.3"
"2008","Slovenia","Accommodation and food service activities","From 25 to 34 years","Self-employed persons","Thousand","0.6"
"2008","Slovenia","Accommodation and food service activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 25 to 34 years","No response","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 35 to 44 years","Employed persons","Thousand","8.2"
"2008","Slovenia","Accommodation and food service activities","From 35 to 44 years","Employees","Thousand","7.0"
"2008","Slovenia","Accommodation and food service activities","From 35 to 44 years","Self-employed persons","Thousand","1.1"
"2008","Slovenia","Accommodation and food service activities","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 35 to 44 years","No response","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 45 to 54 years","Employed persons","Thousand","7.6"
"2008","Slovenia","Accommodation and food service activities","From 45 to 54 years","Employees","Thousand","5.9"
"2008","Slovenia","Accommodation and food service activities","From 45 to 54 years","Self-employed persons","Thousand","1.6"
"2008","Slovenia","Accommodation and food service activities","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation and food service activities","From 45 to 54 years","No response","Thousand",":"
"2008","Slovenia","Accommodation","From 15 to 24 years","Employed persons","Thousand","2.8"
"2008","Slovenia","Accommodation","From 15 to 24 years","Employees","Thousand","2.7"
"2008","Slovenia","Accommodation","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Accommodation","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation","From 15 to 24 years","No response","Thousand",":"
"2008","Slovenia","Accommodation","From 25 to 34 years","Employed persons","Thousand","3.1"
"2008","Slovenia","Accommodation","From 25 to 34 years","Employees","Thousand","3.1"
"2008","Slovenia","Accommodation","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Accommodation","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation","From 25 to 34 years","No response","Thousand",":"
"2008","Slovenia","Accommodation","From 35 to 44 years","Employed persons","Thousand","2.8"
"2008","Slovenia","Accommodation","From 35 to 44 years","Employees","Thousand","2.7"
"2008","Slovenia","Accommodation","From 35 to 44 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Accommodation","From 35 to 44 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation","From 35 to 44 years","No response","Thousand",":"
"2008","Slovenia","Accommodation","From 45 to 54 years","Employed persons","Thousand","3.1"
"2008","Slovenia","Accommodation","From 45 to 54 years","Employees","Thousand","3.0"
"2008","Slovenia","Accommodation","From 45 to 54 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Accommodation","From 45 to 54 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Accommodation","From 45 to 54 years","No response","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employed persons","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Employees","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 15 to 24 years","No response","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employed persons","Thousand","1.0"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Employees","Thousand","0.9"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Self-employed persons","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","Contributing family workers","Thousand",":"
"2008","Slovenia","Travel agency, tour operator reservation service and related activities","From 25 to 34 years","No response","Thousand",":"
